threadId=0	segmentId=0	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Schiebermütze. kann ich nicht bewerten da zu groß !#nexlpEOL#!
threadId=99	segmentId=99	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Toll, warm... Bezeichnung unwichtig. Heute kam endlich die..... Strickjacke? Pullover?...... Poncho? Wow, es ist meiner Ansicht nach ein Pullover Poncho. Der obere Knopf ist fest vernäht, der Rest offen. Ähnelt eher einem Wickel poncho zum überziehen... Aber schön warm, kratzt nicht. Riecht leider etwas stark, aber nach der ersten Wäsche war es weg. Also Kaufempfehlung, obwohl wenn die Sachen nicht von so weit weg kämen..... !#nexlpEOL#!
threadId=100	segmentId=100	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Qualität ist gut. Es gab keine große in 57 !#nexlpEOL#!
threadId=101	segmentId=101	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Kuschelsocken. Die Kuschelsocken entsprechen der Größe. sehr schöne Farben. sind sehr weich, sehr gute Qualität, kann man nur empfehlen, schneller Versand, !#nexlpEOL#!
threadId=102	segmentId=102	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Qualität hat seinen Preis. Sehr schöne Strumpfhose von Ulla Popken. Ulla Popken hat wie immer sehr gute Qualität. Ich trage sie sehr gerne und werde sie hier wieder bestellen !#nexlpEOL#!
threadId=103	segmentId=103	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Ich bin zufrieden. Für den Preis total angemessen, passt sich jeder Kopfgrösse an. Der bommel ist auch super schön auch wenn ich ihn mir etwas größer vorgestellt habe. !#nexlpEOL#!
threadId=104	segmentId=104	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Ein schönes Strickkleid. Das Kleid hat einen sehr weichen & angenehmen Stoff, einen schönen Ausschnitt und eine gute Länge, rutscht nicht hoch beim Laufen. Ich trage Größe 36/38 , hier habe ich mich auch für S/M entschieden, fällt etwas groß/locker aus. !#nexlpEOL#!
threadId=105	segmentId=105	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Schickes Teil. Kam schnell an ( 2 Wochen ) hatte hier und da ein paar lange Fäden , aber bei dem Preis , kann man nicht meckern . Passt perfekt bzw schön locker , so wie es sein soll . !#nexlpEOL#!
threadId=106	segmentId=106	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Kleid. Ich bin vollkommen zufrieden. !#nexlpEOL#!
threadId=107	segmentId=107	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Sitzt, aber könnte nen Mü größer ausfallen. Schöne Shorts, nur eine Nr. größer bestellen. !#nexlpEOL#!
threadId=108	segmentId=108	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Ok. Der Pullover hat eine tolle Qualität. Ist leider etwas kleiner als erwartet so das der Pullover der großen nicht passte. !#nexlpEOL#!
threadId=109	segmentId=109	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Schön und angenehm. Ein Stern abgezogen nur weil die sind nicht so warum wie auf Beschreibung. Am sonst sehr zufrieden und hab gleich eine zweite bestellt in schwarz. Hose ist sehr flexibel und passt bestimmt mehrer Körper große ... das L bis XL is bestimmt große 36 bis 42 !#nexlpEOL#!
threadId=110	segmentId=110	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Tshirts. Gut verpackt , schnell geliefert und der Stoff ist angenehmer . Kann ich natürlich weiterempfehlen. !#nexlpEOL#!
threadId=111	segmentId=111	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Praktisch unsichtbar. Figur Formend schön ,sitzt bequem .leider nicht für den sommer zu empfehlen. Am bauch schwitzt man sehr.normaler weisse trage ich s musste mir aber noch ein in xs bestellen weil es etwas locker was !#nexlpEOL#!
threadId=112	segmentId=112	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Top. Top Geschenk für Angler. !#nexlpEOL#!
threadId=113	segmentId=113	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Hallöchen!. Preis /Leistung Verhältnis stimmt. Jacke hält auch schön warm. !#nexlpEOL#!
threadId=114	segmentId=114	!@#NEXLP_DOCVECTOR_SEPARATOR#@!gut. Habe nur einmal benutzt. Aber hält die kleid fast fest !#nexlpEOL#!
threadId=115	segmentId=115	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Sehr schöne Sonnenbrille. Süße Sonnenbrille. Fällt zwar etwas größer aus als gedacht, aber sie gefällt mir. Schnelle unproblematische Lieferung. War gut verpackt. Kann ich weiterempfehlen. !#nexlpEOL#!
threadId=116	segmentId=116	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Top Sportleggins!. Super Sportleggins! Genau wie ich sie mir vorgestellt habe - Passform und Farbe! !#nexlpEOL#!
threadId=117	segmentId=117	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Gute Handschuhe. Fahlen kleiner aus .an sonst keine Mangel.Kann nur empfehlen. Mehr kann ich dazu nichts sagen,Mehr kann Ich nichts sagen.top Handschuhe !#nexlpEOL#!
threadId=118	segmentId=118	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Top Shirt - Top Logo. Mittlerweile eines meiner lieblingsshirts. Der Stoff ist hochwertig - nicht zu dünn. Der Aufdruck hält sehr viele Wäschen aus ohne sich zu verändern. !#nexlpEOL#!
threadId=119	segmentId=119	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Perfekter Alltagsbegleiter!. Ich trage diese Boxershorts sehr gerne da man sie nicht merkt und perfekt passen. Ich würde sie immer wieder kaufen. Die Qualität des Stoffes idt sehr gut. !#nexlpEOL#!
threadId=120	segmentId=120	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Perfekt und günstig. Preis Leistung stimmt!Passt wie angegossen !#nexlpEOL#!
threadId=121	segmentId=121	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Gute Passform. Gute Qualität und tolle Passform !#nexlpEOL#!
threadId=122	segmentId=122	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Sehr schönes Kleid. Ein Kleid für viele Anlässe, gute Qualität und schnelle Lieferung. Für kleine Oberweiten nicht geeignet, braucht "etwas mehr" um es vom Schnitt her auszufüllen. !#nexlpEOL#!
threadId=123	segmentId=123	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Toller Rucksack. Da paßt einiges rein an Einkäufen..... !#nexlpEOL#!
threadId=124	segmentId=124	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Super. paßt sehr gut, ist sehr, sehr warm und genau wie beschrieben !#nexlpEOL#!
threadId=125	segmentId=125	!@#NEXLP_DOCVECTOR_SEPARATOR#@!sehr schönes zartes Dirndl. Klasse!!! Passt wie angegossen ich bin 1,70 groß und wiege 57 kg Preisleistung vollkommen in Ordnung,ein wirklich sehr schönes zartes Dirndl,was man auf den Bildern nicht sieht ist, das in der schürze noch kleine dezente glitzerfäden mit eingenäht/eingearbeitet sind,ich war positiv überrascht. !#nexlpEOL#!
threadId=126	segmentId=126	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Passt wie angegossen.. Super Passform und extrem gute Verarbeitung. !#nexlpEOL#!
threadId=127	segmentId=127	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Pelzkragen. Ganz tolles Teil , würd ich auf jedenfall nochmal kaufen . Sieht aus wie echt und fühlt sich toll an. !#nexlpEOL#!
threadId=128	segmentId=128	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Toll. Dies ist ein cooler und stylischer Gürtel. Es ist angenehm zu tragen und sieht gut aus. Im Lieferumfang des Gürtels ist auch ein Locher enthalten, damit man bei Bedarf zusätzliche Löcher machen kann !#nexlpEOL#!
threadId=129	segmentId=129	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Lederhose. Promte Lieferung wie angegeben.Gute Qualität,doch leider noch nicht benützt. !#nexlpEOL#!
threadId=130	segmentId=130	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Perfekt. Perfekt und überlebt nicht nur einen sommer !#nexlpEOL#!
threadId=131	segmentId=131	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Pullover. Sehr genaue passform und richtig schöner Schnitt.. die Farben harmonieren schön miteinander..er lässt sich gut mit Jeans oder Jogginghosen kombinieren !#nexlpEOL#!
threadId=132	segmentId=132	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Lieblingskleid. Wie erwartet gibt es nichts auszusetzen. Schnelle Lieferung. Top Qualität. Klasse Schnitt. Mein absolutes Lieblingskleid. !#nexlpEOL#!
threadId=133	segmentId=133	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Perfekt. Eine perfekte Brille. Gerade das Zubehör bestehend aus Etui, Hülle und Reinigungstuch ist vom Preis Leistungs Verhältnis als sehr gut zu bewerten. !#nexlpEOL#!
threadId=134	segmentId=134	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Sehr schöner Mantel. Ich habe mir diesen Steppmantel bestellt, da ich eine Frostbeule bin und ich am Bahnhof immer sehr gefroren habe. Der Mantel an sich ist wirklich wunderschön und ist gut verarbeitet und hält sicherlich auch sehr warm. Allerdings habe ich mich dagegen entschieden und den Mantel wieder zurückgeschickt. Ich bin nur 1,57 cm groß und habe eine normale Statur. Ich sah darin wirklich wie ein Michelin-Männchen aus. Da hat die Eitelkeit dann doch gesiegt. Für größere, schlanke Frauen sicherlich perfekt. !#nexlpEOL#!
threadId=135	segmentId=135	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Jacke die hält was sie aussagt!. Größe passt! Passform ok.! Verarbeitung ist auch in Ordnung!Sieht schick aus! Was will man mehr! !#nexlpEOL#!
threadId=136	segmentId=136	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Endlich ist das Handy und Kleingeld aufgeräumt unterwegs. Ich bin sehr zufrieden. Endlich ist das Kleingeld und auch das Handy aufgeräumt wenn ich draußen aktiv bin. !#nexlpEOL#!
threadId=137	segmentId=137	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Perfekt!. Der Jumpsuit hat ein sehr tollen Stoff, man schwitzt nicht drin. Sitzt gut, was ich etwas komisch find, ist das in den Teil der Hose noch mal eine Shorts verarbeitet wurde, eig ganz gut damit es nicht durchsichtig ist. !#nexlpEOL#!
threadId=138	segmentId=138	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Perfekt. es gibt zahlreiche teure SportBHs...diese sind definitiv super-günstig, bequem und passen perfekt! Jederzeit Wieder :) !#nexlpEOL#!
threadId=139	segmentId=139	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Richtig gute BH`s!. Diese BH's habe ich für den Sommerurlaub bestellt und mit dem Kauf bin ich sehr zufrieden. Für Größe D hab ich bestellt und sie passen perfekt. Sie kleben richtig toll und zaubern ein super schönes Dekolleté. Mir ist es sehr bequem und angenehm solche BH's zu tragen. !#nexlpEOL#!
threadId=140	segmentId=140	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Pünktlich. Sehr gut gefällt mir !#nexlpEOL#!
threadId=141	segmentId=141	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Cool cool cool. Super Motiv, gute Druckqualität und kommt super bei den Leuten an. Das Shirt hat eine gute Qualität, wird bestimmt lange halten. In den Rezensionen hat jemand geschrieben es fällt klein aus, das stimmt nicht. Hatte mir deshalb die L bestellt, eine M hätte gereicht. Der Schnitt ist nicht eng, an heißen Tagen ist es damit erste Wahl. Ich würde es auf jeden Fall wieder kaufen. !#nexlpEOL#!
threadId=142	segmentId=142	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Sehr hübsche Tücher. Echt süß und auch nach mehrmaligem Waschen farbecht. Ist einfach schöner, ein buntes Spucktuch im Wohnzimmer zu haben als die klassischen weißen ;) !#nexlpEOL#!
threadId=143	segmentId=143	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Sofort wieder. Diese Brille ist einfach gut. Habe mir diese Brille gekauft und genau das bekommen wie es beschrieben ist. Schaut Mega gut aus. Und Etui, Stofftüte und Brillenputz sind auch dabei. Gerne wieder !#nexlpEOL#!
threadId=144	segmentId=144	!@#NEXLP_DOCVECTOR_SEPARATOR#@!sehr zufrieden. Die Bluse sitzt perfekt und der Stoff ist schön dünn und leicht. Es ist sauber vernäht und sieht sehr schick und edel aus. Die Größe passt perfekt und muss nicht extra eine Nummer größer bestellt werden. Ich trage sie sehr gerne und hab sie auch schon oft gewaschen, es gab kein auswaschen der Farben oder verziehen des Stoffes. !#nexlpEOL#!
threadId=145	segmentId=145	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Nur zu empfehlen. Nachdem mein Mann sich immer gewehrt hat Thermowäsche zu tragen, habe ich ihm irgendwann diese Unterhosen mit den passenden Hemden gekauft....long story short: er trägt beides jeden Tag! !#nexlpEOL#!
threadId=146	segmentId=146	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Perfekt!. Auf der Suche nach einer Arbeitshose für meien Sohn fand ich diese hier. Die Verarbeitung ist sehr gut. Die Hose passt super. Sie überlebt Garten- und Waldarbeiten bisher ohne Probleme. Ich würde sie wieder kaufen, daher absolute Kaufempfehlung! !#nexlpEOL#!
threadId=147	segmentId=147	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Schicke Sonnenbrille !. Schönes Design. Angenehm leicht. Tolles Preis-Leistungsverhältnis. !#nexlpEOL#!
threadId=148	segmentId=148	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Alles super gelaufen...... Passt wie erwartet und sieht sehr schön aus.... !#nexlpEOL#!
threadId=149	segmentId=149	!@#NEXLP_DOCVECTOR_SEPARATOR#@!Wunderschönes Negligee. Ich trage normalerweise m/l 80/85 B. Und das Negligee sitzt super in M. Nur der String ist zu schmal... Aber mir ging es ja um das Negligee. Trägt sich super und sieht sehr gut aus . Danke !#nexlpEOL#!
